[DEBUG] [2022-07-16 13:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 06edca15b2344257aa575ab37d344a0f, msgType : 19
[DEBUG] [2022-07-16 13:44:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2efcb61299244fc5898f2e852ac7ed48, msgType : 19
[DEBUG] [2022-07-16 13:44:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 468745d8ee2743a082126559d4869360, msgType : 19
[INFO] [2022-07-16 13:44:56] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:44:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f275a533280d47eb8594cbbab41c5986, msgType : 19
[DEBUG] [2022-07-16 13:44:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6afd1fe9da9b4ba7bddbcc42c7ef8cf8, msgType : 19
[DEBUG] [2022-07-16 13:44:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ad45a456d60743dabb5b01118204a126, msgType : 19
[DEBUG] [2022-07-16 13:44:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : df000d55fe334c93ab5a6cbd5c6bad1e, msgType : 19
[DEBUG] [2022-07-16 13:45:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 197811db7d5a42bd8f0f8dbb061de624, msgType : 19
[DEBUG] [2022-07-16 13:45:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ca1e6eb7e79e401dbb5e82aeb05203e3, msgType : 19
[DEBUG] [2022-07-16 13:45:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5f24856120e649908ca29571c1486fd5, msgType : 19
[DEBUG] [2022-07-16 13:45:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 517ec762df984dd0a3f965087830e892, msgType : 19
[DEBUG] [2022-07-16 13:45:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 68801b36ccfd46218e8717d7ee57a2c5, msgType : 19
[DEBUG] [2022-07-16 13:45:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 56a13d07159c496084d9f6b520ad609f, msgType : 19
[INFO] [2022-07-16 13:45:06] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:45:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3eca814c6900432790e5d8dd46a9566f, msgType : 19
[DEBUG] [2022-07-16 13:45:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f7a6bb03694345c19f0c560941f77d43, msgType : 19
[DEBUG] [2022-07-16 13:45:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2c4818aebbba4fd69859bbb5d9041d7f, msgType : 19
[DEBUG] [2022-07-16 13:45:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bd496cfdc9474770836663957ebc9b25, msgType : 19
[DEBUG] [2022-07-16 13:45:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d7bb1952bd584988ace4f3ad042f8b6d, msgType : 19
[DEBUG] [2022-07-16 13:45:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2fff57186d5443b7b6d6f273eaaaab14, msgType : 19
[DEBUG] [2022-07-16 13:45:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f21d548b2b434f3da7c2bc3f930abee6, msgType : 19
[DEBUG] [2022-07-16 13:45:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3b4db8e88cf44a4a8c2a4a32e7d893c8, msgType : 19
[DEBUG] [2022-07-16 13:45:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b8b4aed4978a4407a8e42f93e86916cc, msgType : 19
[DEBUG] [2022-07-16 13:45:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6187e0dd43664f93b0f069473a92a9db, msgType : 19
[INFO] [2022-07-16 13:45:16] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:45:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b1fff21b5df94b0ba1438c1aa600aabf, msgType : 19
[DEBUG] [2022-07-16 13:45:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2e3c5e06543043ce90c4abdfaa2bb525, msgType : 19
[DEBUG] [2022-07-16 13:45:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5c742d75d9294f9ab1fec27bc39b006e, msgType : 19
[DEBUG] [2022-07-16 13:45:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 03ef8d2216f9442589ed62b687d51b78, msgType : 19
[DEBUG] [2022-07-16 13:45:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 342b288c28bb49b889e27b951aef916e, msgType : 19
[DEBUG] [2022-07-16 13:45:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 34d919935b3b4ff0853e8a68bd43bbcb, msgType : 19
[DEBUG] [2022-07-16 13:45:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 156845b9934943ca8574170016d177ef, msgType : 19
[DEBUG] [2022-07-16 13:45:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4a272812b59045b3a4e1a6a9d2930f19, msgType : 19
[DEBUG] [2022-07-16 13:45:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 71e6a02ea2e149e99549ce224eb423a7, msgType : 19
[DEBUG] [2022-07-16 13:45:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f4b2532d105e411cadb4d7fe82321101, msgType : 19
[INFO] [2022-07-16 13:45:26] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:45:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9950f18fe2574a7f8a59612bde46202c, msgType : 19
[DEBUG] [2022-07-16 13:45:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e3689122d1bc4c91a8479bed75a4a3b1, msgType : 19
[DEBUG] [2022-07-16 13:45:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dc28e87d80b84e99bcd82d23cce729a8, msgType : 19
[DEBUG] [2022-07-16 13:45:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5a8540b0fe6b4d9c9dacbe97eb1dc295, msgType : 19
[DEBUG] [2022-07-16 13:45:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5588a673beea4db3b47752949ae1a7f7, msgType : 19
[DEBUG] [2022-07-16 13:45:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a5782c5416ab444da42fa68f29c4b14d, msgType : 19
[DEBUG] [2022-07-16 13:45:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a56d9f0b2c924c69b8d7029648f6bb12, msgType : 19
[DEBUG] [2022-07-16 13:45:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 731b0191edd14b5ebbbb9cd53146c3b5, msgType : 19
[DEBUG] [2022-07-16 13:45:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d1126613aca740b98c3e0881d0aa62bb, msgType : 19
[DEBUG] [2022-07-16 13:45:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 142cc9a377a345f2bd645637398de253, msgType : 19
[DEBUG] [2022-07-16 13:45:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3b27ab1ec8f1477e900af4e4960b1282, msgType : 18
[DEBUG] [2022-07-16 13:45:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6f777193417945dd9bbed04dfe4c1bc5, msgType : 18
[INFO] [2022-07-16 13:45:36] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:45:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3ff2a9af86ba4759bff545d32df9af18, msgType : 19
[DEBUG] [2022-07-16 13:45:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1b5a1a7b68454eeebb2caa83b1947f4f, msgType : 19
[DEBUG] [2022-07-16 13:45:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a696d22758ea47688b7301dec278468d, msgType : 19
[DEBUG] [2022-07-16 13:45:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 799fb0efae74418795c7184b8c4d045d, msgType : 19
[DEBUG] [2022-07-16 13:45:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 141f7ea120564323b5fda628504106b2, msgType : 19
[DEBUG] [2022-07-16 13:45:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a3187df7c9354dc088cd87c088dd0919, msgType : 19
[DEBUG] [2022-07-16 13:45:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e4043cc1c9b4451b9c1009432327a82b, msgType : 19
[DEBUG] [2022-07-16 13:45:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b09aee940453418bbcb71db604113adc, msgType : 19
[DEBUG] [2022-07-16 13:45:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7920edd5791741b992be80464e656df2, msgType : 19
[DEBUG] [2022-07-16 13:45:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4e0cd79cf6ce4dda9c4c610c8146669c, msgType : 19
[INFO] [2022-07-16 13:45:46] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:45:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5ffc5057a6404b398e3d4e314c40eb5d, msgType : 19
[DEBUG] [2022-07-16 13:45:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9b63168faf4b4c659b8971950e19e23f, msgType : 19
[DEBUG] [2022-07-16 13:45:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6122dcdbb1c54d9ab5388a4c60ca148c, msgType : 19
[DEBUG] [2022-07-16 13:45:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d9918727079742f5bd13e6dc08a6283d, msgType : 19
[DEBUG] [2022-07-16 13:45:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b9f5fd35cddc4bab8ba7970f4a1a411d, msgType : 19
[DEBUG] [2022-07-16 13:45:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b2352d97a7fb41abaac9d4c0d907ddaa, msgType : 19
[DEBUG] [2022-07-16 13:45:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : aea846e631a043c78e63d23b4790045b, msgType : 19
[DEBUG] [2022-07-16 13:45:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 90e25f14736048aeb3ce8d28611ac994, msgType : 19
[DEBUG] [2022-07-16 13:45:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 430ff7abf99449bb8b2382524b8a39db, msgType : 19
[DEBUG] [2022-07-16 13:45:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 237e1555b6f9439b9eb137c46bc933f0, msgType : 19
[INFO] [2022-07-16 13:45:56] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:45:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5c95c4ebbf744675befd1f726e754dd9, msgType : 19
[DEBUG] [2022-07-16 13:45:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 596f67da12d54884a979050bdb119a42, msgType : 19
[DEBUG] [2022-07-16 13:45:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ea60457c13c446ae80cbbc29bde6a6ae, msgType : 19
[DEBUG] [2022-07-16 13:45:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cd43c9808dea46d78a6948847b556bc1, msgType : 19
[DEBUG] [2022-07-16 13:46:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : be9aed50320b444e8cc7da102417e604, msgType : 19
[DEBUG] [2022-07-16 13:46:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 60d3e481bf0c4608b3e946e523ec5305, msgType : 19
[DEBUG] [2022-07-16 13:46:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d7c9fbf9b5f2407fa27eeaea69fbd96b, msgType : 19
[DEBUG] [2022-07-16 13:46:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7eeae5a940a44728aa1c7d70d3f29beb, msgType : 19
[DEBUG] [2022-07-16 13:46:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4a5e63a4859e4b54ae4ad39e7702927d, msgType : 19
[DEBUG] [2022-07-16 13:46:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e0ab1c02fe8a443e92f780edb22024b3, msgType : 19
[INFO] [2022-07-16 13:46:06] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:46:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2005d0fa2e3b43c3a63606b82d3ab9ba, msgType : 19
[DEBUG] [2022-07-16 13:46:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 268ec5c35b0e4ac8ac6a8a7dd8e934a3, msgType : 19
[DEBUG] [2022-07-16 13:46:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d0a56c967bb5404b8b434f5c29545149, msgType : 19
[DEBUG] [2022-07-16 13:46:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c75a9af298344bb8a37284f5619be9ad, msgType : 19
[DEBUG] [2022-07-16 13:46:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : de9fcd849679477f98760c339bb2d464, msgType : 19
[DEBUG] [2022-07-16 13:46:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8222c78f705d4c7ca0f006e4f241316f, msgType : 19
[DEBUG] [2022-07-16 13:46:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a26ace41801b4165b46df3e4e0c7047b, msgType : 19
[DEBUG] [2022-07-16 13:46:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1250468166764aa984ee06491d0db735, msgType : 19
[DEBUG] [2022-07-16 13:46:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7cf3c11e930f471c9670aa9689ffb047, msgType : 19
[DEBUG] [2022-07-16 13:46:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 82feec26be1f4cf7b7db5499c682e8fb, msgType : 19
[INFO] [2022-07-16 13:46:16] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:46:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2fc0710ba92e4b03b2d03eda1c2ac1b1, msgType : 19
[DEBUG] [2022-07-16 13:46:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c71ed63f42ea4a148292e0931bd39c27, msgType : 19
[DEBUG] [2022-07-16 13:46:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 060ccad6836d447ea86ccfaba94901d8, msgType : 19
[DEBUG] [2022-07-16 13:46:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 30a5bfd977ad42d2b654807d2928366c, msgType : 19
[DEBUG] [2022-07-16 13:46:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 561892b00fb7468895a26ddc9e7b2e88, msgType : 19
[DEBUG] [2022-07-16 13:46:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 20a376af25684c2f805fb7d7bac52ea3, msgType : 19
[DEBUG] [2022-07-16 13:46:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c3149e0250ab4da6a18d0f5b803adc51, msgType : 19
[DEBUG] [2022-07-16 13:46:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 98997a9893d840e583b01b61845770fa, msgType : 19
[DEBUG] [2022-07-16 13:46:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 25a60bf758bc4551bc77d995870d75b6, msgType : 19
[DEBUG] [2022-07-16 13:46:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ab0af804ead04e2db3400c7ccd9bbde6, msgType : 19
[INFO] [2022-07-16 13:46:26] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:46:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bcb9286149c74a4b9717e32c23cf6d7f, msgType : 19
[DEBUG] [2022-07-16 13:46:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a82100c7111b4d04a6c9b91dd3168f67, msgType : 19
[DEBUG] [2022-07-16 13:46:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a7a5e4e7417543d5a30b8e1c9e892463, msgType : 19
[DEBUG] [2022-07-16 13:46:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f96507707aa74cacb1915069058e3c10, msgType : 19
[DEBUG] [2022-07-16 13:46:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 42c46d16841c47bf8a13a30926627ce1, msgType : 19
[DEBUG] [2022-07-16 13:46:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a6f4b4c9a1ee43cb916c0fbf869c9616, msgType : 19
[DEBUG] [2022-07-16 13:46:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9272fb2f62bb426ca480a3d420dcdc16, msgType : 19
[DEBUG] [2022-07-16 13:46:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6cccdc8aa3f24ecfa97418375aeb8bb8, msgType : 19
[DEBUG] [2022-07-16 13:46:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5dbb3b201d724a73a197be5ebbb54c11, msgType : 19
[DEBUG] [2022-07-16 13:46:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 67717c331ae247569a88cba84acb0b89, msgType : 19
[DEBUG] [2022-07-16 13:46:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f6cebbdb0fb740d19582ba99168bc428, msgType : 18
[DEBUG] [2022-07-16 13:46:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e829c2ec43d24b0aab007bb1562d3448, msgType : 18
[INFO] [2022-07-16 13:46:36] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-16 13:46:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ad20877069a44cc5bf0b73643904e83a, msgType : 19
[DEBUG] [2022-07-16 13:46:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 62821a9b0ca74091b1de9574a77bf081, msgType : 19
[DEBUG] [2022-07-16 13:46:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f12475f7f37c4c86bd0c363aaca73ef9, msgType : 19
